fiscal_year,school_year,cde_school_code,school_name,bvsd_location_code,bvsd_location_label,fund,fund_label,sre,program,program_label,object,object_major_label,job_class,job_class_band,project,amount_raw_as_given,amount_usd,is_expenditure_object,source_file,sheet,sheet_row,amount_column
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,21,Food Services Fund,00,3120,,0112,0100 Salaries,607,600-637 Crafts/Trades Services,0000,1344077,13440.77,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32379,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0112,0100 Salaries,415,401-490 Paraeducators & Aides,0000,1347507,13475.07,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32385,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0112,0100 Salaries,403,401-490 Paraeducators & Aides,0000,1347891,13478.91,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32387,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0200,Art,0230,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,1359410,13594.10,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32408,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0110,0100 Salaries,403,401-490 Paraeducators & Aides,0000,1381340,13813.40,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32457,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0610,0600 Supplies,000,(none),0000,1383884,13838.84,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32464,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0500,English Language Arts,0230,0200 Employee Benefits,222,201-224 Teachers and Instructional Support,0000,1386601,13866.01,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32477,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0643,0600 Supplies,000,(none),0000,1402800,14028.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32509,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0735,0700 Property,000,(none),0000,1410400,14104.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32523,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0251,0200 Employee Benefits,403,401-490 Paraeducators & Aides,0000,1421787,14217.87,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32556,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0500,English Language Arts,0230,0200 Employee Benefits,222,201-224 Teachers and Instructional Support,0000,1445854,14458.54,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32597,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0120,0100 Salaries,204,201-224 Teachers and Instructional Support,0000,1452991,14529.91,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32613,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0423,0400 Purchased Property Services,000,(none),0000,1457750,14577.50,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32623,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0251,0200 Employee Benefits,415,401-490 Paraeducators & Aides,3897,1459821,14598.21,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32628,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0585,0500 Other Purchased Services,000,(none),0000,1460500,14605.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32631,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,21,Food Services Fund,00,3120,,0633,0600 Supplies,000,(none),0000,1462692,14626.92,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32635,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0112,0100 Salaries,411,401-490 Paraeducators & Aides,0000,1480742,14807.42,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32676,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0735,0700 Property,000,(none),0000,1482008,14820.08,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32678,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0120,0100 Salaries,204,201-224 Teachers and Instructional Support,0000,1503773,15037.73,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32729,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0070,Gifted And Talented Education,0112,0100 Salaries,418,401-490 Paraeducators & Aides,0000,1528979,15289.79,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32775,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,1250,Instrumental Music,0252,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,1531560,15315.60,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32779,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,21,Food Services Fund,00,3120,,0112,0100 Salaries,607,600-637 Crafts/Trades Services,0000,1536994,15369.94,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32787,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0221,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,1539810,15398.10,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32795,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0230,0200 Employee Benefits,506,500-516 Office & Admin Support Staff,0000,1555628,15556.28,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32831,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0200,Art,0230,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,1571088,15710.88,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32858,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0230,0200 Employee Benefits,415,401-490 Paraeducators & Aides,3897,1608076,16080.76,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32928,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0221,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,1609054,16090.54,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32929,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0112,0100 Salaries,411,401-490 Paraeducators & Aides,0000,1619302,16193.02,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32956,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0621,0600 Supplies,000,(none),0000,1619726,16197.26,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32957,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0230,0200 Employee Benefits,403,401-490 Paraeducators & Aides,0000,1621923,16219.23,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32964,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0112,0100 Salaries,403,401-490 Paraeducators & Aides,0000,1636559,16365.59,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,32991,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,21,Food Services Fund,00,3120,,0633,0600 Supplies,000,(none),0000,1699897,16998.97,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33093,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,22,Grants Fund,00,2100,Support Services - Students,0735,0700 Property,000,(none),6426,1701295,17012.95,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33094,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0643,0600 Supplies,000,(none),0000,1701500,17015.00,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33098,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0230,0200 Employee Benefits,509,500-516 Office & Admin Support Staff,0000,1717554,17175.54,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33120,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0735,0700 Property,000,(none),0000,1720688,17206.88,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33124,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2122,Counseling Services,0230,0200 Employee Benefits,211,201-224 Teachers and Instructional Support,0000,1747904,17479.04,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33181,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0251,0200 Employee Benefits,608,600-637 Crafts/Trades Services,0000,1751016,17510.16,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33190,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0251,0200 Employee Benefits,608,600-637 Crafts/Trades Services,0000,1751016,17510.16,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33192,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0251,0200 Employee Benefits,608,600-637 Crafts/Trades Services,0000,1751016,17510.16,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33196,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0251,0200 Employee Benefits,403,401-490 Paraeducators & Aides,0000,1756870,17568.70,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33252,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0251,0200 Employee Benefits,608,600-637 Crafts/Trades Services,0000,1763016,17630.16,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33256,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,22,Grants Fund,00,1700,Special Education,0251,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,4027,1763020,17630.20,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33271,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0830,Physical Education,0230,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,1767950,17679.50,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33291,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2139,Other Health Services,0112,0100 Salaries,409,401-490 Paraeducators & Aides,0000,1770698,17706.98,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33295,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0251,0200 Employee Benefits,403,401-490 Paraeducators & Aides,3897,1780329,17803.29,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33311,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0230,0200 Employee Benefits,216,201-224 Teachers and Instructional Support,0000,1807326,18073.26,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33363,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0830,Physical Education,0230,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,1809044,18090.44,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33366,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,21,Food Services Fund,00,3120,,0633,0600 Supplies,000,(none),0000,1811801,18118.01,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33375,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2122,Counseling Services,0230,0200 Employee Benefits,211,201-224 Teachers and Instructional Support,0000,1816067,18160.67,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33381,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0610,0600 Supplies,000,(none),0000,1844430,18444.30,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33428,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,19,Preschool Fund,00,1700,Special Education,0110,0100 Salaries,202,201-224 Teachers and Instructional Support,3897,1854375,18543.75,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33442,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0230,0200 Employee Benefits,403,401-490 Paraeducators & Aides,0000,1881934,18819.34,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33494,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0251,0200 Employee Benefits,403,401-490 Paraeducators & Aides,3897,1902280,19022.80,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33523,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,1210,General Music,0230,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,1920864,19208.64,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33550,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,21,Food Services Fund,00,3120,,0633,0600 Supplies,000,(none),0000,1931438,19314.38,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33564,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0112,0100 Salaries,415,401-490 Paraeducators & Aides,0000,1952197,19521.97,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33592,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0112,0100 Salaries,415,401-490 Paraeducators & Aides,0000,1997103,19971.03,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33654,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,1799,Other Disabilities,0230,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,3130,2000849,20008.49,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33662,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0112,0100 Salaries,415,401-490 Paraeducators & Aides,0000,2032128,20321.28,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33696,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0230,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,3897,2040325,20403.25,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33707,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0112,0100 Salaries,403,401-490 Paraeducators & Aides,0000,2078624,20786.24,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33748,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0230,0200 Employee Benefits,403,401-490 Paraeducators & Aides,3897,2103348,21033.48,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33768,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0621,0600 Supplies,000,(none),0000,2122984,21229.84,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33792,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0112,0100 Salaries,415,401-490 Paraeducators & Aides,0000,2123860,21238.60,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33797,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0221,0200 Employee Benefits,201,201-224 Teachers and Instructional Support,0000,2153012,21530.12,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33825,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0621,0600 Supplies,000,(none),0000,2178824,21788.24,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33858,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0112,0100 Salaries,415,401-490 Paraeducators & Aides,0000,2215777,22157.77,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33902,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2139,Other Health Services,0112,0100 Salaries,409,401-490 Paraeducators & Aides,0000,2239873,22398.73,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33932,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,10,General Operating Fund,00,2139,Other Health Services,0112,0100 Salaries,409,401-490 Paraeducators & Aides,0000,2281728,22817.28,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33966,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,19,Preschool Fund,00,0040,General Preschool Education,0230,0200 Employee Benefits,403,401-490 Paraeducators & Aides,3897,2282775,22827.75,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,33967,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,0010,General Elementary Education,0112,0100 Salaries,415,401-490 Paraeducators & Aides,0000,2380353,23803.53,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34063,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,13,Community Schools Fund,00,3300,Community Services,0112,0100 Salaries,403,401-490 Paraeducators & Aides,0000,2382673,23826.73,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34068,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0230,0200 Employee Benefits,608,600-637 Crafts/Trades Services,0000,2456715,24567.15,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34138,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,1700,Special Education,0230,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,3130,2464807,24648.07,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34147,2025-12_YTD
FY2025,2024-25,3882,Heatherwood Elementary School,144,HEATHERWOOD ELEMENTARY,23,Student Activities Fund (CDE: Pupil Activity),00,0010,General Elementary Education,0610,0600 Supplies,000,(none),0000,2473743,24737.43,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34153,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,1799,Other Disabilities,0110,0100 Salaries,202,201-224 Teachers and Instructional Support,3130,2473860,24738.60,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34154,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0411,0400 Purchased Property Services,000,(none),0000,2484147,24841.47,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34163,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0112,0100 Salaries,411,401-490 Paraeducators & Aides,0000,2490884,24908.84,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34169,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2222,School Library Services,0110,0100 Salaries,216,201-224 Teachers and Instructional Support,0000,2522623,25226.23,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34197,2025-12_YTD
FY2025,2024-25,2970,Flatirons Elementary School,136,FLATIRONS ELEMENTARY,10,General Operating Fund,00,2410,Office Of The Principal Services,0230,0200 Employee Benefits,105,101-125 Administrators & Principals,0000,2552108,25521.08,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34230,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0230,0200 Employee Benefits,608,600-637 Crafts/Trades Services,0000,2587035,25870.35,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34275,2025-12_YTD
FY2025,2024-25,5838,Mesa Elementary School,166,MESA ELEMENTARY,10,General Operating Fund,00,1799,Other Disabilities,0230,0200 Employee Benefits,202,201-224 Teachers and Instructional Support,3130,2587738,25877.38,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34278,2025-12_YTD
FY2025,2024-25,0652,Bear Creek Elementary School,119,BEAR CREEK ELEMENTARY,10,General Operating Fund,00,2600,Operation And Maintenance Of Plant Services,0230,0200 Employee Benefits,608,600-637 Crafts/Trades Services,0000,2644164,26441.64,True,data/raw/bvsd/budget/cde_financial_transparency_0480_FY2025_website_view.xlsx,Working TB,34349,2025-12_YTD
