B01001_024E,B01001_012E,B01001_048E,B01001_031MA,B01001_036E,B01001_035EA,B01001_024M,B01001_012M,B01001_016MA,B01001_048M,B01001_036M,B01001_039MA,B01001_012EA,B01001_009EA,B01001_011E,B01001_020MA,B01001_035E,B01001_023E,B01001_047E,B01001_043MA,B01001_011M,B01001_005MA,B01001_028MA,B01001_035M,B01001_047EA,B01001_023M,B01001_047M,B01001_001EA,B01001_024EA,B01001_002E,B01001_015MA,B01001_026E,B01001_030MA,B01001_014E,B01001_038E,B01001_011EA,B01001_034EA,B01001_002M,B01001_026M,B01001_038MA,B01001_014M,B01001_038M,B01001_008EA,B01001_013E,B01001_001E,B01001_037E,B01001_004MA,B01001_025E,B01001_042MA,B01001_049E,B01001_046EA,B01001_013M,B01001_001M,B01001_027MA,B01001_037M,B01001_025M,B01001_023EA,B01001_049M,B01001_010MA,B01001_004E,B01001_028E,B01001_016E,B01001_033MA,B01001_018MA,B01001_037EA,B01001_004M,B01001_014EA,B01001_028M,B01001_016M,B01001_049EA,B01001_029E,B01001_022MA,B01001_045MA,B01001_015E,B01001_003E,B01001_039E,B01001_027E,B01001_007MA,B01001_003EA,B01001_015M,B01001_026EA,B01001_041EA,B01001_003M,B01001_039M,B01001_027M,NAME,B01001_038EA,B01001_018M,B01001_006E,B01001_032MA,B01001_017MA,B01001_036EA,B01001_006M,B01001_013EA,B01001_019E,B01001_007E,B01001_021MA,B01001_029M,B01001_040EA,B01001_017E,B01001_005E,B01001_044MA,B01001_029MA,B01001_006MA,B01001_048EA,B01001_025EA,B01001_017M,B01001_002EA,B01001_005M,B01001_018E,B01001_008M,B01001_035MA,B01001_012MA,B01001_040E,B01001_031EA,B01001_005EA,B01001_028EA,B01001_040M,B01001_009E,B01001_019M,B01001_007M,B01001_047MA,B01001_001MA,B01001_024MA,B01001_020EA,B01001_009MA,B01001_043EA,B01001_017EA,B01001_008E,B01001_011MA,B01001_034MA,B01001_019MA,B01001_015EA,B01001_030EA,B01001_042E,B01001_030E,B01001_027EA,B01001_042M,B01001_030M,B01001_046MA,B01001_009M,B01001_023MA,B01001_008MA,B01001_004EA,B01001_042EA,B01001_041E,B01001_016EA,B01001_039EA,B01001_041M,B01001_044E,B01001_032E,B01001_037MA,B01001_014MA,B01001_044M,B01001_010EA,B01001_032M,B01001_020E,B01001_033EA,B01001_007EA,B01001_020M,B01001_043E,B01001_003MA,B01001_026MA,B01001_041MA,B01001_022EA,B01001_045EA,B01001_043M,B01001_049MA,B01001_031E,B01001_019EA,B01001_031M,B01001_022E,B01001_010E,B01001_036MA,B01001_046E,B01001_034E,B01001_013MA,B01001_022M,B01001_010M,B01001_046M,B01001_034M,B01001_032EA,B01001_029EA,B01001_006EA,B01001_033E,B01001_021E,B01001_045E,B01001_048MA,B01001_025MA,B01001_002MA,B01001_033M,B01001_021EA,B01001_021M,B01001_045M,B01001_044EA,GEO_ID,B01001_018EA,B01001_040MA
8,0,8,,0,,13,14,,13,14,,,,0,,0,0,0,,14,,,14,,14,14,,,319,,285,,0,12,,,108,87,,14,20,,12,604,4,,0,,17,,20,173,,6,14,,26,,0,0,100,,,,14,,14,64,,0,,,36,12,42,0,,,39,,,21,41,14,Block Group 4; Census Tract 137.06; Boulder County; Colorado,,25,0,,,,14,,0,13,,14,,39,16,,,,,,39,,24,22,14,,,38,,,,38,0,14,23,,,,,,,,0,,,,,,6,12,,10,22,,14,,,,,93,,,58,0,0,,,14,,14,30,,,34,23,,,,,,26,,24,,39,0,1,,0,0,,14,2,14,14,,,,0,30,6,,,,14,,23,11,,1500000US080130137064,,
0,42,0,,29,,14,39,,14,36,,,,181,,119,0,0,,134,,,128,,14,14,,,423,,456,,92,17,,,165,295,,92,28,,58,879,88,,0,,0,,81,429,,97,14,,14,,18,170,0,,,,29,,181,14,,0,,,0,14,0,16,,,14,,,22,14,28,Block Group 1; Census Tract 606.01; Boulder County; Colorado,,14,0,,,,14,,0,0,,14,,0,0,,,,,,14,,14,0,14,,,0,,,,14,0,14,14,,,,,,,,0,,,,,,0,0,,14,14,,14,,,,,0,,,14,0,0,,,14,,14,18,,,30,0,,,,,,14,,0,,14,0,0,,0,17,,14,14,14,30,,,,0,0,0,,,,14,,14,14,,1500000US080130606011,,
0,260,14,,74,,14,280,,24,71,,,,88,,84,0,14,,88,,,72,,14,22,,,1740,,1540,,72,45,,,450,417,,52,42,,270,3280,286,,0,,0,,139,800,,207,14,,14,,182,45,42,,,,177,,42,51,,170,,,80,153,99,59,,,55,,,100,65,66,Block Group 2; Census Tract 606.01; Boulder County; Colorado,,33,70,,,,69,,67,42,,180,,182,47,,,,,,93,,45,21,55,,,121,,,,76,8,54,58,,,,,,,,49,,,,,,0,26,,14,37,,15,,,,,129,,,79,63,86,,,98,,133,32,,,53,20,,,,,,31,,0,,14,40,8,,19,105,,44,15,32,102,,,,0,27,81,,,,14,,44,70,,1500000US080130606012,,
0,80,19,,101,,14,90,,31,121,,,,218,,124,0,0,,196,,,82,,14,14,,,659,,723,,18,71,,,234,313,,30,84,,65,1382,19,,0,,0,,80,439,,31,14,,14,,0,0,22,,,,14,,14,35,,46,,,98,0,76,35,,,86,,,14,93,58,Block Group 3; Census Tract 606.01; Boulder County; Colorado,,14,20,,,,35,,0,0,,72,,70,0,,,,,,57,,14,0,14,,,0,,,,14,0,14,14,,,,,,,,0,,,,,,18,31,,28,46,,14,,,,,36,,,40,0,0,,,14,,14,0,,,14,0,,,,,,14,,0,,14,19,49,,16,131,,32,55,26,196,,,,0,0,0,,,,14,,14,14,,1500000US080130606013,,
6,6,0,,0,,10,10,,14,14,,,,28,,7,33,6,,45,,,11,,37,9,,,321,,241,,12,6,,,125,119,,14,10,,0,562,0,,6,,0,,14,185,,14,9,,14,,0,0,14,,,,14,,14,17,,0,,,32,6,21,0,,,33,,,10,29,14,Block Group 1; Census Tract 606.02; Boulder County; Colorado,,14,0,,,,14,,14,0,,14,,41,13,,,,,,48,,14,0,14,,,21,,,,20,27,16,14,,,,,,,,0,,,,,,12,16,,14,18,,45,,,,,24,,,29,5,0,,,9,,14,14,,,16,16,,,,,,25,,0,,14,41,21,,74,0,,27,37,60,14,,,,0,7,33,,,,14,,10,34,,1500000US080130606021,,
13,0,3,,6,,23,14,,5,10,,,,0,,5,0,11,,14,,,10,,14,14,,,218,,232,,28,25,,,128,120,,26,24,,0,450,19,,5,,14,,14,231,,22,8,,15,,0,17,36,,,,14,,19,42,,6,,,32,10,30,0,,,42,,,16,39,14,Block Group 1; Census Tract 607; Boulder County; Colorado,,14,41,,,,41,,3,25,,9,,0,0,,,,,,14,,14,0,14,,,37,,,,43,0,5,41,,,,,,,,0,,,,,,0,17,,14,28,,14,,,,,0,,,14,11,16,,,19,,27,6,,,11,6,,,,,,11,,0,,14,9,0,,9,0,,33,14,11,14,,,,0,10,0,,,,14,,16,14,,1500000US080130607001,,
15,5,5,,15,,17,12,,8,18,,,,0,,0,58,37,,14,,,14,,31,33,,,450,,551,,22,20,,,124,149,,23,23,,28,1001,61,,0,,0,,26,212,,33,14,,14,,6,46,44,,,,13,,30,38,,106,,,0,0,8,6,,,14,,,14,14,11,Block Group 2; Census Tract 607; Boulder County; Colorado,,25,37,,,,25,,0,20,,59,,38,35,,,,,,33,,42,21,14,,,23,,,,20,0,14,31,,,,,,,,0,,,,,,0,0,,14,14,,14,,,,,40,,,36,30,0,,,29,,14,25,,,30,26,,,,,,27,,49,,53,17,25,,26,5,,20,30,28,9,,,,0,54,48,,,,14,,60,29,,1500000US080130607002,,
0,9,0,,45,,14,15,,14,41,,,,42,,43,17,19,,36,,,37,,19,18,,,572,,641,,6,7,,,165,152,,12,15,,25,1213,7,,14,,47,,20,296,,12,15,,33,,12,16,21,,,,18,,27,27,,41,,,60,12,56,0,,,49,,,20,48,14,Block Group 3; Census Tract 607; Boulder County; Colorado,,8,37,,,,59,,52,0,,39,,150,23,,,,,,98,,31,4,14,,,129,,,,115,8,37,14,,,,,,,,0,,,,,,39,0,,33,14,,14,,,,,82,,,64,7,0,,,12,,14,0,,,14,17,,,,,,21,,13,,19,18,26,,19,21,,21,29,21,24,,,,11,36,22,,,,16,,35,36,,1500000US080130607003,,
0,0,0,,6,,14,14,,14,10,,,,0,,0,0,0,,14,,,14,,14,14,,,50,,61,,0,0,,,51,48,,14,14,,0,111,0,,0,,0,,14,95,,14,14,,14,,0,0,0,,,,14,,14,14,,0,,,0,0,0,0,,,14,,,14,14,14,Block Group 1; Census Tract 608.01; Boulder County; Colorado,,11,0,,,,14,,0,0,,14,,7,0,,,,,,11,,14,7,14,,,9,,,,15,0,14,14,,,,,,,,0,,,,,,19,8,,29,13,,14,,,,,19,,,18,0,0,,,14,,14,36,,,48,0,,,,,,14,,0,,14,0,0,,0,0,,14,14,14,14,,,,0,0,0,,,,14,,14,14,,1500000US080130608011,,
18,146,0,,65,,28,74,,14,56,,,,106,,197,42,39,,84,,,93,,38,42,,,738,,1091,,26,87,,,162,266,,28,59,,41,1829,59,,6,,6,,46,344,,53,10,,10,,66,60,8,,,,46,,83,12,,40,,,69,34,53,129,,,46,,,37,48,71,Block Group 2; Census Tract 608.01; Boulder County; Colorado,,14,0,,,,14,,18,0,,60,,13,75,,,,,,19,,54,0,24,,,41,,,,32,0,28,14,,,,,,,,14,,,,,,6,44,,11,38,,14,,,,,20,,,23,0,75,,,14,,88,0,,,14,0,,,,,,14,,0,,14,0,48,,67,92,,14,41,47,59,,,,0,8,11,,,,14,,14,17,,1500000US080130608012,,
10,99,11,,104,,17,85,,18,96,,,,96,,172,11,15,,89,,,98,,18,22,,,1098,,868,,121,47,,,325,199,,139,43,,78,1966,11,,9,,19,,65,455,,19,19,,26,,65,44,13,,,,72,,53,20,,6,,,39,90,75,11,,,28,,,97,57,17,Block Group 3; Census Tract 608.01; Boulder County; Colorado,,34,29,,,,45,,24,6,,13,,200,33,,,,,,244,,50,30,14,,,0,,,,14,38,37,13,,,,,,,,0,,,,,,8,0,,13,14,,39,,,,,26,,,21,0,15,,,14,,24,0,,,14,64,,,,,,51,,0,,14,13,83,,67,122,,21,91,48,100,,,,29,11,22,,,,39,,16,25,,1500000US080130608013,,
0,155,0,,30,,14,174,,14,51,,,,22,,86,0,0,,35,,,122,,14,14,,,631,,506,,0,48,,,398,342,,14,54,,22,1137,10,,0,,0,,38,667,,17,14,,14,,0,108,0,,,,14,,164,14,,82,,,65,0,0,0,,,72,,,14,14,14,Block Group 1; Census Tract 608.02; Boulder County; Colorado,,14,0,,,,14,,0,0,,71,,0,159,,,,,,14,,128,0,14,,,50,,,,62,0,14,14,,,,,,,,0,,,,,,0,18,,14,32,,14,,,,,0,,,14,15,0,,,23,,14,118,,,178,0,,,,,,14,,27,,44,34,40,,32,0,,37,66,37,14,,,,0,16,0,,,,14,,26,14,,1500000US080130608021,,
0,19,0,,40,,14,32,,14,44,,,,0,,17,0,0,,14,,,29,,14,14,,,219,,239,,22,4,,,163,105,,34,12,,36,458,31,,0,,0,,41,237,,37,14,,14,,0,10,17,,,,14,,18,28,,0,,,0,0,15,5,,,14,,,14,25,17,Block Group 2; Census Tract 608.02; Boulder County; Colorado,,24,11,,,,31,,0,0,,14,,0,38,,,,,,14,,103,14,39,,,0,,,,14,0,14,14,,,,,,,,24,,,,,,0,0,,14,14,,14,,,,,14,,,23,34,0,,,40,,14,23,,,37,30,,,,,,41,,0,,14,0,0,,39,0,,14,14,31,14,,,,0,15,0,,,,14,,24,14,,1500000US080130608022,,
60,26,18,,99,,85,43,,27,106,,,,120,,116,14,45,,122,,,85,,23,44,,,1379,,934,,117,92,,,469,334,,111,91,,108,2313,141,,15,,0,,111,669,,118,26,,14,,188,14,51,,,,172,,23,49,,97,,,69,0,0,43,,,64,,,14,14,67,Block Group 3; Census Tract 608.02; Boulder County; Colorado,,14,89,,,,129,,80,122,,122,,0,194,,,,,,14,,168,0,55,,,48,,,,59,0,81,154,,,,,,,,29,,,,,,16,23,,24,43,,14,,,,,20,,,32,21,0,,,33,,14,17,,,26,16,,,,,,25,,77,,96,0,0,,34,0,,14,14,38,14,,,,0,80,14,,,,14,,82,23,,1500000US080130608023,,
28,54,15,,108,,25,58,,25,105,,,,44,,24,0,0,,77,,,38,,14,14,,,641,,718,,102,59,,,329,508,,147,89,,39,1359,164,,0,,0,,37,779,,198,14,,14,,0,68,22,,,,14,,101,37,,112,,,17,49,0,21,,,27,,,61,14,33,Block Group 4; Census Tract 608.02; Boulder County; Colorado,,14,151,,,,215,,17,0,,166,,84,0,,,,,,123,,14,0,14,,,0,,,,14,0,28,14,,,,,,,,0,,,,,,39,0,,45,14,,14,,,,,0,,,14,0,92,,,14,,135,0,,,14,16,,,,,,27,,0,,14,17,0,,0,0,,27,14,14,14,,,,0,17,0,,,,14,,29,14,,1500000US080130608024,,
0,44,38,,38,,14,41,,46,36,,,,19,,21,17,16,,33,,,26,,20,18,,,637,,620,,84,38,,,193,164,,89,49,,57,1257,80,,0,,22,,41,321,,55,14,,26,,18,6,81,,,,30,,9,84,,31,,,37,26,95,23,,,37,,,30,85,29,Block Group 1; Census Tract 609; Boulder County; Colorado,,30,17,,,,28,,28,0,,47,,28,48,,,,,,43,,57,14,14,,,80,,,,78,0,33,14,,,,,,,,0,,,,,,45,0,,50,14,,14,,,,,14,,,23,31,0,,,33,,14,0,,,14,0,,,,,,14,,0,,14,36,11,,13,29,,38,19,19,38,,,,0,72,0,,,,14,,92,14,,1500000US080130609001,,
20,82,39,,131,,24,99,,42,105,,,,26,,27,80,14,,42,,,44,,94,22,,,1279,,1578,,219,130,,,257,355,,140,107,,40,2857,71,,27,,11,,36,547,,65,39,,16,,56,109,130,,,,62,,88,83,,128,,,141,134,198,118,,,88,,,111,99,107,Block Group 2; Census Tract 609; Boulder County; Colorado,,26,54,,,,52,,6,0,,92,,117,10,,,,,,70,,15,15,14,,,83,,,,62,0,12,14,,,,,,,,0,,,,,,27,49,,33,59,,14,,,,,78,,,68,28,96,,,32,,103,11,,,19,11,,,,,,26,,53,,77,16,30,,23,24,,20,52,32,39,,,,53,65,77,,,,88,,42,99,,1500000US080130609002,,
0,18,49,,28,,14,24,,60,30,,,,31,,16,0,60,,36,,,27,,14,82,,,346,,764,,18,169,,,212,444,,30,120,,122,1110,25,,0,,0,,158,611,,41,14,,14,,9,109,0,,,,17,,115,14,,63,,,43,0,8,41,,,46,,,14,13,58,Block Group 3; Census Tract 609; Boulder County; Colorado,,14,6,,,,16,,20,16,,88,,0,0,,,,,,14,,14,0,14,,,7,,,,18,7,31,23,,,,,,,,0,,,,,,0,143,,14,140,,11,,,,,22,,,34,1,0,,,5,,14,11,,,24,0,,,,,,14,,0,,14,0,45,,0,0,,14,65,14,14,,,,0,0,23,,,,14,,14,25,,1500000US080130609003,,
9,20,9,,24,,14,19,,14,23,,,,16,,12,3,0,,23,,,18,,4,14,,,688,,581,,69,66,,,181,136,,64,47,,31,1269,17,,0,,3,,27,287,,15,14,,5,,82,18,55,,,,75,,18,37,,20,,,16,19,30,25,,,16,,,21,24,24,Block Group 1; Census Tract 613; Boulder County; Colorado,,6,57,,,,42,,10,17,,22,,98,47,,,,,,51,,33,4,14,,,112,,,,47,47,15,27,,,,,,,,0,,,,,,12,31,,18,27,,40,,,,,67,,,55,10,0,,,15,,14,44,,,47,18,,,,,,18,,0,,14,8,12,,31,53,,14,18,29,57,,,,23,24,0,,,,29,,22,14,,1500000US080130613001,,
0,12,0,,21,,14,14,,14,21,,,,12,,16,31,3,,17,,,21,,25,6,,,1011,,927,,57,82,,,201,153,,32,37,,53,1938,77,,0,,0,,32,306,,35,14,,14,,91,102,77,,,,47,,39,51,,160,,,154,37,91,55,,,64,,,32,62,31,Block Group 2; Census Tract 613; Boulder County; Colorado,,25,100,,,,79,,35,16,,74,,52,168,,,,,,29,,79,46,14,,,99,,,,64,0,39,24,,,,,,,,0,,,,,,11,12,,14,14,,14,,,,,84,,,38,25,0,,,25,,14,0,,,14,33,,,,,,28,,7,,13,39,20,,29,0,,31,22,35,14,,,,3,11,17,,,,6,,17,18,,1500000US080130613002,,
0,29,0,,85,,14,36,,14,50,,,,7,,22,9,18,,14,,,21,,14,19,,,1260,,992,,112,143,,,313,193,,65,84,,42,2252,91,,0,,0,,32,440,,55,14,,14,,169,75,132,,,,79,,41,79,,52,,,165,32,107,99,,,112,,,40,74,74,Block Group 1; Census Tract 614; Boulder County; Colorado,,24,111,,,,124,,25,43,,49,,112,144,,,,,,66,,71,27,21,,,73,,,,53,10,23,33,,,,,,,,13,,,,,,10,9,,16,15,,16,,,,,91,,,52,10,0,,,16,,14,28,,,29,30,,,,,,27,,21,,32,10,30,,46,0,,17,24,43,14,,,,0,10,10,,,,14,,17,16,,1500000US080130614001,,
13,45,12,,42,,19,46,,18,40,,,,70,,0,29,38,,69,,,14,,30,29,,,923,,945,,72,138,,,192,215,,53,88,,46,1868,10,,0,,0,,34,339,,16,14,,14,,28,91,108,,,,33,,101,54,,70,,,56,29,61,0,,,42,,,32,53,14,Block Group 2; Census Tract 614; Boulder County; Colorado,,14,39,,,,32,,14,48,,54,,108,70,,,,,,54,,69,9,14,,,112,,,,55,0,18,44,,,,,,,,0,,,,,,56,71,,38,54,,14,,,,,106,,,61,0,15,,,14,,25,11,,,17,9,,,,,,14,,12,,20,65,31,,60,8,,58,41,60,12,,,,0,32,34,,,,14,,30,27,,1500000US080130614002,,
