B01001_024E,B01001_012E,B01001_048E,B01001_031MA,B01001_036E,B01001_035EA,B01001_024M,B01001_012M,B01001_016MA,B01001_048M,B01001_036M,B01001_039MA,B01001_012EA,B01001_009EA,B01001_011E,B01001_020MA,B01001_035E,B01001_023E,B01001_047E,B01001_043MA,B01001_011M,B01001_005MA,B01001_028MA,B01001_035M,B01001_047EA,B01001_023M,B01001_047M,B01001_001EA,B01001_024EA,B01001_002E,B01001_015MA,B01001_026E,B01001_030MA,B01001_014E,B01001_038E,B01001_011EA,B01001_034EA,B01001_002M,B01001_026M,B01001_038MA,B01001_014M,B01001_038M,B01001_008EA,B01001_013E,B01001_001E,B01001_037E,B01001_004MA,B01001_025E,B01001_042MA,B01001_049E,B01001_046EA,B01001_013M,B01001_001M,B01001_027MA,B01001_037M,B01001_025M,B01001_023EA,B01001_049M,B01001_010MA,B01001_004E,B01001_028E,B01001_016E,B01001_033MA,B01001_018MA,B01001_037EA,B01001_004M,B01001_014EA,B01001_028M,B01001_016M,B01001_049EA,B01001_029E,B01001_022MA,B01001_045MA,B01001_015E,B01001_003E,B01001_039E,B01001_027E,B01001_007MA,B01001_003EA,B01001_015M,B01001_026EA,B01001_041EA,B01001_003M,B01001_039M,B01001_027M,NAME,B01001_038EA,B01001_018M,B01001_006E,B01001_032MA,B01001_017MA,B01001_036EA,B01001_006M,B01001_013EA,B01001_019E,B01001_007E,B01001_021MA,B01001_029M,B01001_040EA,B01001_017E,B01001_005E,B01001_044MA,B01001_029MA,B01001_006MA,B01001_048EA,B01001_025EA,B01001_017M,B01001_002EA,B01001_005M,B01001_018E,B01001_008M,B01001_035MA,B01001_012MA,B01001_040E,B01001_031EA,B01001_005EA,B01001_028EA,B01001_040M,B01001_009E,B01001_019M,B01001_007M,B01001_047MA,B01001_001MA,B01001_024MA,B01001_020EA,B01001_009MA,B01001_043EA,B01001_017EA,B01001_008E,B01001_011MA,B01001_034MA,B01001_019MA,B01001_015EA,B01001_030EA,B01001_042E,B01001_030E,B01001_027EA,B01001_042M,B01001_030M,B01001_046MA,B01001_009M,B01001_023MA,B01001_008MA,B01001_004EA,B01001_042EA,B01001_041E,B01001_016EA,B01001_039EA,B01001_041M,B01001_044E,B01001_032E,B01001_037MA,B01001_014MA,B01001_044M,B01001_010EA,B01001_032M,B01001_020E,B01001_033EA,B01001_007EA,B01001_020M,B01001_043E,B01001_003MA,B01001_026MA,B01001_041MA,B01001_022EA,B01001_045EA,B01001_043M,B01001_049MA,B01001_031E,B01001_019EA,B01001_031M,B01001_022E,B01001_010E,B01001_036MA,B01001_046E,B01001_034E,B01001_013MA,B01001_022M,B01001_010M,B01001_046M,B01001_034M,B01001_032EA,B01001_029EA,B01001_006EA,B01001_033E,B01001_021E,B01001_045E,B01001_048MA,B01001_025MA,B01001_002MA,B01001_033M,B01001_021EA,B01001_021M,B01001_045M,B01001_044EA,GEO_ID,B01001_018EA,B01001_040MA
0,0,0,,0,,14,14,,14,14,,,,0,,113,0,0,,14,,,158,,14,14,,,323,,799,,0,104,,,269,769,,14,150,,0,1122,15,,0,,0,,14,1033,,25,14,,14,,0,222,0,,,,14,,207,14,,0,,,20,0,0,0,,,33,,,14,14,14,Block Group 3; Census Tract 128.02; Boulder County; Colorado,,117,0,,,,14,,0,0,,14,,176,0,,,,,,254,,14,114,14,,,0,,,,14,0,14,14,,,,,,,,0,,,,,,19,0,,35,14,,14,,,,,190,,,268,0,0,,,14,,14,13,,,25,33,,,,,,42,,0,,14,0,0,,0,0,,14,14,14,14,,,,86,0,17,,,,127,,14,28,,1500000US080130128023,,
99,105,0,,64,,97,79,,14,65,,,,21,,44,9,48,,35,,,54,,18,47,,,1015,,1240,,99,54,,,266,438,,71,48,,0,2255,0,,13,,24,,14,622,,14,22,,28,,77,68,0,,,,96,,82,14,,120,,,145,30,206,45,,,131,,,48,127,56,Block Group 4; Census Tract 128.02; Boulder County; Colorado,,81,20,,,,32,,23,0,,86,,72,132,,,,,,58,,94,60,14,,,16,,,,26,17,39,14,,,,,,,,0,,,,,,132,127,,116,145,,30,,,,,43,,,48,25,0,,,41,,14,0,,,14,26,,,,,,41,,149,,195,67,0,,37,0,,79,14,43,14,,,,0,26,12,,,,14,,43,21,,1500000US080130128024,,
25,18,35,,8,,32,19,,28,10,,,,92,,10,11,5,,114,,,12,,11,7,,,684,,548,,40,37,,,235,123,,26,23,,42,1232,47,,0,,13,,21,306,,23,14,,21,,57,65,45,,,,34,,36,30,,10,,,44,18,55,28,,,25,,,20,32,24,Block Group 1; Census Tract 129.03; Boulder County; Colorado,,99,30,,,,25,,12,10,,11,,65,25,,,,,,25,,26,66,14,,,52,,,,29,0,14,15,,,,,,,,0,,,,,,6,5,,10,9,,14,,,,,31,,,18,0,7,,,14,,11,25,,,17,24,,,,,,18,,0,,14,34,11,,62,10,,19,13,59,13,,,,6,14,32,,,,10,,14,21,,1500000US080130129031,,
21,0,14,,6,,13,14,,11,10,,,,13,,10,42,36,,10,,,11,,19,19,,,539,,560,,42,0,,,99,113,,29,14,,22,1099,62,,14,,6,,16,186,,28,15,,8,,34,23,30,,,,44,,19,23,,35,,,45,69,19,12,,,44,,,39,16,9,Block Group 2; Census Tract 129.03; Boulder County; Colorado,,17,26,,,,27,,18,10,,43,,45,4,,,,,,31,,6,20,16,,,76,,,,48,0,16,15,,,,,,,,10,,,,,,38,21,,30,31,,14,,,,,54,,,34,41,0,,,27,,14,14,,,12,8,,,,,,9,,2,,4,25,0,,62,0,,17,14,67,14,,,,0,35,35,,,,14,,23,19,,1500000US080130129032,,
0,111,16,,93,,14,66,,25,66,,,,171,,25,0,39,,149,,,29,,14,50,,,1095,,1078,,98,61,,,364,304,,55,50,,87,2173,252,,39,,0,,74,629,,118,52,,14,,33,50,45,,,,39,,45,50,,57,,,40,60,49,94,,,44,,,36,51,69,Block Group 1; Census Tract 129.04; Boulder County; Colorado,,63,118,,,,77,,71,0,,55,,0,61,,,,,,14,,62,53,14,,,14,,,,26,0,73,14,,,,,,,,0,,,,,,2,0,,9,14,,14,,,,,64,,,64,9,0,,,15,,14,62,,,81,80,,,,,,85,,113,,129,28,0,,43,0,,33,14,42,14,,,,0,18,17,,,,14,,31,29,,1500000US080130129041,,
14,79,62,,22,,24,65,,60,29,,,,0,,0,15,0,,14,,,14,,25,14,,,720,,657,,17,22,,,252,194,,28,26,,64,1377,60,,0,,0,,53,380,,48,14,,14,,39,39,25,,,,63,,37,23,,73,,,26,29,28,12,,,28,,,32,40,20,Block Group 2; Census Tract 129.04; Boulder County; Colorado,,35,55,,,,37,,38,50,,55,,70,0,,,,,,72,,14,27,24,,,84,,,,73,0,42,74,,,,,,,,15,,,,,,30,0,,33,14,,14,,,,,26,,,28,58,0,,,71,,14,77,,,58,63,,,,,,52,,0,,14,16,18,,31,0,,25,32,34,14,,,,0,46,47,,,,14,,46,45,,1500000US080130129042,,
0,0,0,,50,,14,14,,14,45,,,,87,,27,0,0,,69,,,44,,14,14,,,725,,824,,46,40,,,204,384,,45,34,,60,1549,15,,0,,0,,48,559,,25,14,,14,,0,61,96,,,,14,,47,82,,22,,,17,10,31,0,,,22,,,19,35,14,Block Group 3; Census Tract 129.04; Boulder County; Colorado,,26,12,,,,14,,124,0,,31,,101,55,,,,,,69,,60,20,14,,,57,,,,58,0,122,14,,,,,,,,0,,,,,,0,30,,14,38,,14,,,,,194,,,221,197,0,,,265,,14,0,,,14,25,,,,,,32,,0,,14,28,0,,17,22,,29,14,29,37,,,,0,69,36,,,,14,,55,44,,1500000US080130129043,,
6,34,62,,15,,14,55,,71,27,,,,0,,0,13,20,,14,,,14,,22,44,,,346,,699,,14,16,,,137,217,,24,26,,20,1045,27,,92,,255,,32,296,,33,93,,147,,9,31,14,,,,15,,36,22,,22,,,20,21,24,35,,,22,,,33,26,54,Block Group 4; Census Tract 129.04; Boulder County; Colorado,,14,0,,,,14,,21,0,,24,,0,19,,,,,,14,,22,0,14,,,0,,,,14,0,29,14,,,,,,,,0,,,,,,71,9,,80,16,,14,,,,,32,,,36,18,0,,,28,,14,0,,,14,0,,,,,,14,,0,,14,28,0,,29,0,,38,14,35,14,,,,0,35,33,,,,14,,31,39,,1500000US080130129044,,
0,83,26,,48,,14,62,,24,39,,,,42,,86,50,26,,35,,,57,,36,33,,,821,,695,,29,35,,,163,133,,22,30,,60,1516,31,,6,,27,,35,233,,23,9,,39,,23,22,157,,,,30,,26,158,,24,,,58,86,54,44,,,38,,,51,34,35,Block Group 1; Census Tract 129.05; Boulder County; Colorado,,10,7,,,,13,,17,0,,27,,32,79,,,,,,31,,31,6,14,,,43,,,,35,0,22,14,,,,,,,,0,,,,,,0,7,,14,14,,14,,,,,13,,,17,0,8,,,14,,16,13,,,19,67,,,,,,46,,0,,14,24,38,,60,0,,28,34,40,14,,,,0,11,74,,,,14,,17,46,,1500000US080130129051,,
12,61,24,,15,,19,68,,47,20,,,,89,,30,15,8,,87,,,40,,22,13,,,556,,756,,88,51,,,167,328,,40,39,,28,1312,105,,20,,143,,47,401,,77,27,,173,,24,45,35,,,,25,,37,40,,42,,,36,25,7,20,,,35,,,35,12,23,Block Group 2; Census Tract 129.05; Boulder County; Colorado,,14,6,,,,12,,14,0,,43,,26,14,,,,,,25,,20,0,20,,,5,,,,10,0,23,14,,,,,,,,13,,,,,,0,0,,14,14,,14,,,,,104,,,103,10,0,,,16,,14,0,,,14,21,,,,,,22,,104,,155,11,16,,22,0,,17,25,18,14,,,,0,23,0,,,,14,,27,14,,1500000US080130129052,,
14,55,47,,33,,16,38,,35,33,,,,15,,29,8,37,,22,,,34,,12,39,,,992,,1053,,75,99,,,175,186,,45,57,,59,2045,43,,15,,6,,36,301,,32,16,,11,,79,30,121,,,,53,,27,87,,99,,,89,76,121,43,,,51,,,75,63,30,Block Group 1; Census Tract 129.07; Boulder County; Colorado,,26,27,,,,30,,22,0,,76,,63,16,,,,,,45,,18,33,30,,,18,,,,22,15,23,14,,,,,,,,38,,,,,,21,60,,21,42,,26,,,,,83,,,46,62,0,,,67,,14,0,,,14,107,,,,,,64,,7,,11,112,22,,59,23,,57,32,41,26,,,,0,38,26,,,,14,,46,27,,1500000US080130129071,,
7,127,0,,75,,11,62,,14,52,,,,88,,37,15,8,,49,,,31,,16,12,,,734,,578,,55,29,,,141,126,,35,27,,48,1312,69,,0,,0,,36,231,,40,14,,14,,57,41,27,,,,49,,32,24,,34,,,33,65,44,63,,,30,,,69,30,52,Block Group 2; Census Tract 129.07; Boulder County; Colorado,,14,12,,,,13,,9,30,,26,,27,0,,,,,,25,,14,0,14,,,18,,,,24,33,14,34,,,,,,,,0,,,,,,8,0,,13,14,,40,,,,,48,,,35,0,0,,,14,,14,26,,,30,22,,,,,,25,,0,,14,40,0,,53,14,,32,14,36,22,,,,0,35,15,,,,14,,40,20,,1500000US080130129072,,
17,20,16,,32,,29,31,,25,36,,,,15,,22,15,29,,24,,,36,,24,31,,,680,,717,,32,39,,,283,240,,36,47,,13,1397,31,,0,,0,,22,505,,37,14,,14,,32,0,92,,,,53,,14,64,,72,,,99,42,98,34,,,94,,,51,96,54,Block Group 1; Census Tract 130.03; Boulder County; Colorado,,31,26,,,,44,,29,0,,84,,17,103,,,,,,29,,92,19,14,,,76,,,,48,0,34,14,,,,,,,,0,,,,,,24,20,,34,34,,14,,,,,13,,,21,15,0,,,25,,14,0,,,14,85,,,,,,99,,54,,85,34,0,,16,0,,54,14,27,14,,,,0,75,41,,,,14,,103,39,,1500000US080130130031,,
0,0,0,,0,,14,14,,14,14,,,,0,,0,0,20,,14,,,14,,14,32,,,212,,294,,16,23,,,95,164,,27,35,,70,506,70,,0,,14,,55,225,,55,14,,21,,42,49,0,,,,66,,75,14,,24,,,0,25,16,21,,,14,,,36,27,31,Block Group 2; Census Tract 130.03; Boulder County; Colorado,,14,0,,,,14,,0,0,,37,,0,0,,,,,,14,,14,0,14,,,0,,,,14,0,14,14,,,,,,,,0,,,,,,0,0,,14,14,,14,,,,,0,,,14,18,0,,,30,,14,0,,,14,0,,,,,,14,,0,,14,24,16,,24,15,,38,25,36,26,,,,0,19,0,,,,14,,32,14,,1500000US080130130032,,
16,0,7,,18,,25,14,,13,31,,,,0,,0,0,27,,14,,,14,,14,31,,,270,,263,,0,22,,,127,109,,14,34,,22,533,0,,60,,72,,35,210,,14,74,,76,,0,13,12,,,,14,,21,23,,13,,,13,0,13,0,,,23,,,14,21,14,Block Group 3; Census Tract 130.03; Boulder County; Colorado,,14,16,,,,26,,0,29,,22,,18,18,,,,,,28,,29,0,14,,,41,,,,49,0,14,49,,,,,,,,0,,,,,,15,0,,24,14,,14,,,,,0,,,14,22,0,,,36,,14,22,,,35,0,,,,,,14,,0,,14,44,0,,0,0,,36,14,14,14,,,,0,0,0,,,,14,,14,14,,1500000US080130130033,,
43,51,15,,37,,65,39,,23,44,,,,189,,87,27,94,,115,,,83,,30,88,,,1623,,1407,,87,111,,,310,266,,57,73,,73,3030,107,,0,,0,,54,518,,69,14,,14,,41,123,144,,,,45,,99,73,,69,,,180,47,148,74,,,103,,,54,90,61,Block Group 4; Census Tract 130.03; Boulder County; Colorado,,26,109,,,,68,,36,40,,47,,117,73,,,,,,84,,57,15,104,,,119,,,,97,0,35,47,,,,,,,,112,,,,,,31,69,,36,82,,14,,,,,146,,,88,42,20,,,49,,30,47,,,55,7,,,,,,10,,0,,14,53,116,,32,21,,54,81,38,33,,,,12,23,43,,,,21,,36,49,,1500000US080130130034,,
15,136,10,,85,,26,85,,18,66,,,,16,,0,31,18,,25,,,14,,36,29,,,1057,,1007,,21,71,,,264,290,,33,66,,17,2064,17,,0,,0,,30,456,,30,14,,14,,66,28,53,,,,76,,48,67,,73,,,190,70,140,71,,,168,,,68,109,69,Block Group 5; Census Tract 130.03; Boulder County; Colorado,,70,9,,,,15,,58,21,,93,,89,76,,,,,,78,,78,69,14,,,62,,,,53,0,54,37,,,,,,,,0,,,,,,0,68,,14,79,,14,,,,,154,,,102,31,0,,,45,,14,0,,,14,30,,,,,,36,,0,,14,78,17,,131,18,,52,28,110,29,,,,0,25,0,,,,14,,40,14,,1500000US080130130035,,
0,17,9,,11,,14,16,,13,17,,,,9,,10,17,16,,15,,,15,,19,19,,,628,,671,,69,47,,,225,279,,72,46,,78,1299,46,,0,,0,,108,471,,70,14,,14,,41,43,38,,,,61,,53,41,,121,,,26,27,29,46,,,22,,,27,30,67,Block Group 1; Census Tract 130.04; Boulder County; Colorado,,33,31,,,,34,,15,28,,131,,22,99,,,,,,21,,110,39,13,,,35,,,,38,0,25,41,,,,,,,,7,,,,,,11,69,,14,89,,14,,,,,25,,,25,9,0,,,14,,14,4,,,6,8,,,,,,11,,44,,62,24,28,,35,17,,22,40,42,21,,,,0,9,40,,,,14,,15,38,,1500000US080130130041,,
10,19,9,,53,,15,21,,15,45,,,,94,,65,0,10,,67,,,83,,14,15,,,1030,,1099,,80,85,,,208,227,,64,48,,73,2129,53,,0,,13,,52,405,,40,14,,20,,56,101,77,,,,46,,66,52,,86,,,61,24,87,109,,,35,,,28,36,99,Block Group 2; Census Tract 130.04; Boulder County; Colorado,,44,80,,,,54,,60,5,,48,,107,154,,,,,,45,,79,29,14,,,70,,,,41,0,38,11,,,,,,,,0,,,,,,37,49,,45,36,,14,,,,,128,,,71,0,0,,,14,,14,40,,,48,63,,,,,,50,,0,,14,26,35,,29,24,,24,54,28,29,,,,19,0,9,,,,29,,14,15,,1500000US080130130042,,
31,50,0,,36,,32,33,,14,32,,,,32,,50,32,119,,25,,,34,,24,85,,,770,,798,,73,57,,,153,208,,52,42,,55,1568,38,,0,,6,,34,317,,31,14,,10,,69,34,59,,,,48,,39,66,,83,,,75,26,87,23,,,34,,,26,43,28,Block Group 1; Census Tract 130.05; Boulder County; Colorado,,19,26,,,,25,,19,2,,64,,41,93,,,,,,39,,45,25,23,,,77,,,,71,0,20,4,,,,,,,,16,,,,,,16,69,,19,69,,14,,,,,18,,,21,0,0,,,14,,14,0,,,14,32,,,,,,39,,0,,14,18,0,,21,24,,21,14,25,25,,,,0,28,8,,,,14,,36,14,,1500000US080130130051,,
23,34,41,,16,,26,28,,37,15,,,,29,,30,0,21,,24,,,27,,14,24,,,841,,678,,88,98,,,169,162,,49,54,,34,1519,3,,9,,0,,41,298,,4,15,,14,,75,83,70,,,,53,,95,38,,25,,,40,32,54,0,,,33,,,39,45,14,Block Group 2; Census Tract 130.05; Boulder County; Colorado,,14,48,,,,41,,7,0,,28,,71,103,,,,,,38,,64,0,13,,,56,,,,34,14,12,14,,,,,,,,8,,,,,,10,47,,16,39,,24,,,,,50,,,25,34,0,,,27,,14,54,,,32,17,,,,,,17,,8,,15,55,30,,68,0,,38,29,40,14,,,,0,17,17,,,,14,,19,20,,1500000US080130130052,,
0,12,0,,78,,14,20,,14,78,,,,35,,39,19,13,,34,,,53,,31,21,,,1112,,950,,74,43,,,266,190,,54,33,,11,2062,15,,0,,0,,17,419,,16,14,,14,,92,57,35,,,,79,,80,45,,72,,,121,51,80,13,,,110,,,59,46,25,Block Group 1; Census Tract 130.06; Boulder County; Colorado,,22,117,,,,98,,60,133,,38,,47,87,,,,,,41,,107,13,32,,,134,,,,97,0,88,130,,,,,,,,19,,,,,,25,54,,28,49,,14,,,,,23,,,29,29,0,,,30,,14,65,,,67,171,,,,,,113,,17,,29,107,10,,77,10,,79,18,55,18,,,,0,4,0,,,,14,,7,14,,1500000US080130130061,,
0,46,0,,27,,14,42,,14,32,,,,35,,35,23,14,,36,,,36,,43,23,,,493,,404,,36,36,,,164,154,,33,36,,7,897,43,,0,,15,,13,289,,44,14,,25,,21,34,83,,,,33,,35,71,,30,,,46,29,34,34,,,40,,,41,32,46,Block Group 2; Census Tract 130.06; Boulder County; Colorado,,22,34,,,,26,,0,0,,33,,16,69,,,,,,26,,58,14,27,,,30,,,,24,0,14,14,,,,,,,,16,,,,,,0,16,,14,28,,14,,,,,37,,,60,0,0,,,14,,14,18,,,31,0,,,,,,14,,0,,14,0,0,,0,19,,14,14,14,26,,,,0,0,0,,,,14,,14,14,,1500000US080130130062,,
0,141,0,,200,,14,132,,14,168,,,,68,,34,21,15,,73,,,61,,21,24,,,1678,,1148,,67,141,,,473,322,,43,99,,116,2826,24,,9,,10,,123,722,,25,21,,25,,147,66,106,,,,100,,85,82,,41,,,181,174,60,28,,,129,,,194,42,27,Block Group 3; Census Tract 130.06; Boulder County; Colorado,,43,62,,,,52,,41,52,,44,,0,282,,,,,,14,,231,45,27,,,100,,,,69,0,39,85,,,,,,,,17,,,,,,28,62,,41,77,,14,,,,,36,,,35,17,0,,,26,,14,0,,,14,12,,,,,,20,,110,,162,65,64,,50,82,,53,57,43,63,,,,0,20,32,,,,14,,32,36,,1500000US080130130063,,
19,4,58,,6,,19,7,,35,11,,,,47,,44,8,22,,45,,,39,,12,19,,,951,,1125,,22,150,,,152,152,,36,74,,12,2076,53,,23,,22,,12,259,,36,22,,20,,26,0,37,,,,30,,14,36,,13,,,72,71,42,60,,,43,,,66,30,56,Block Group 1; Census Tract 132.01; Boulder County; Colorado,,67,29,,,,33,,91,12,,16,,38,131,,,,,,26,,73,94,14,,,91,,,,59,0,49,23,,,,,,,,0,,,,,,67,69,,54,45,,14,,,,,147,,,68,22,6,,,26,,10,29,,,33,49,,,,,,38,,0,,14,130,37,,66,74,,62,40,46,61,,,,8,19,56,,,,13,,18,40,,1500000US080130132011,,
27,6,6,,0,,26,9,,8,14,,,,6,,4,20,10,,10,,,6,,18,11,,,454,,358,,72,35,,,145,81,,49,38,,18,812,41,,4,,7,,19,210,,32,6,,11,,6,2,50,,,,11,,6,38,,6,,,0,0,30,2,,,14,,,14,21,5,Block Group 1; Census Tract 132.02; Boulder County; Colorado,,14,29,,,,33,,62,0,,11,,54,6,,,,,,29,,9,0,29,,,47,,,,27,0,37,14,,,,,,,,26,,,,,,14,27,,18,35,,14,,,,,19,,,19,15,0,,,19,,14,26,,,23,13,,,,,,15,,0,,14,5,23,,54,0,,9,30,34,14,,,,0,14,26,,,,14,,13,19,,1500000US080130132021,,
0,4,9,,0,,14,7,,9,14,,,,4,,0,27,12,,7,,,14,,20,14,,,421,,361,,20,19,,,190,80,,23,23,,7,782,6,,13,,8,,11,235,,10,15,,12,,20,41,0,,,,24,,34,14,,22,,,61,10,35,0,,,46,,,16,22,14,Block Group 2; Census Tract 132.02; Boulder County; Colorado,,11,51,,,,75,,19,47,,15,,28,20,,,,,,19,,24,10,14,,,28,,,,34,0,21,63,,,,,,,,0,,,,,,37,6,,46,13,,14,,,,,15,,,11,40,0,,,30,,14,6,,,11,26,,,,,,23,,9,,12,49,0,,25,9,,25,14,17,14,,,,0,25,14,,,,14,,28,13,,1500000US080130132022,,
29,13,43,,0,,31,21,,51,14,,,,0,,0,20,21,,14,,,14,,24,23,,,616,,586,,0,24,,,159,164,,14,39,,0,1202,0,,37,,16,,14,301,,14,42,,25,,44,56,40,,,,66,,87,52,,34,,,56,0,41,0,,,55,,,14,48,14,Block Group 1; Census Tract 132.05; Boulder County; Colorado,,32,34,,,,38,,82,0,,38,,34,48,,,,,,38,,55,25,14,,,26,,,,31,0,60,14,,,,,,,,0,,,,,,64,0,,50,14,,14,,,,,33,,,34,0,0,,,14,,14,71,,,61,92,,,,,,70,,0,,14,49,0,,84,19,,42,14,56,34,,,,0,34,33,,,,14,,40,37,,1500000US080130132051,,
0,0,0,,0,,14,14,,14,14,,,,0,,0,0,0,,14,,,14,,14,14,,,330,,403,,49,0,,,161,180,,70,14,,20,733,66,,0,,18,,31,329,,74,14,,28,,70,13,34,,,,60,,21,40,,68,,,0,0,15,20,,,14,,,14,24,34,Block Group 2; Census Tract 132.05; Boulder County; Colorado,,38,0,,,,14,,0,0,,59,,66,0,,,,,,64,,14,35,14,,,42,,,,51,0,14,14,,,,,,,,0,,,,,,25,22,,29,36,,14,,,,,56,,,55,0,22,,,14,,36,31,,,49,0,,,,,,14,,0,,14,0,25,,0,36,,14,41,14,49,,,,0,0,0,,,,14,,14,14,,1500000US080130132052,,
11,37,10,,8,,18,46,,18,14,,,,39,,0,59,0,,54,,,14,,59,14,,,558,,454,,0,30,,,227,171,,14,46,,7,1012,8,,0,,0,,11,377,,12,14,,14,,0,0,28,,,,14,,14,32,,17,,,128,0,0,6,,,150,,,14,14,11,Block Group 3; Census Tract 132.05; Boulder County; Colorado,,27,13,,,,22,,40,0,,26,,90,17,,,,,,71,,28,17,14,,,109,,,,150,0,22,14,,,,,,,,0,,,,,,42,0,,62,14,,14,,,,,104,,,59,0,0,,,14,,14,0,,,14,50,,,,,,23,,0,,14,0,27,,11,41,,14,42,18,64,,,,0,45,18,,,,14,,70,31,,1500000US080130132053,,
20,34,10,,0,,25,53,,16,14,,,,16,,12,57,44,,25,,,19,,42,38,,,876,,913,,90,128,,,229,362,,119,159,,94,1789,66,,85,,0,,94,540,,75,105,,14,,0,115,33,,,,14,,123,39,,140,,,27,0,73,18,,,45,,,14,59,29,Block Group 4; Census Tract 132.05; Boulder County; Colorado,,45,50,,,,54,,41,19,,168,,74,44,,,,,,94,,47,42,14,,,78,,,,79,0,43,31,,,,,,,,0,,,,,,23,0,,31,14,,14,,,,,51,,,35,26,0,,,29,,14,0,,,14,0,,,,,,14,,0,,14,66,18,,56,19,,61,28,46,29,,,,0,66,54,,,,14,,56,47,,1500000US080130132054,,
25,92,29,,53,,24,89,,26,64,,,,30,,125,58,42,,23,,,88,,40,31,,,961,,1064,,24,22,,,182,211,,29,28,,67,2025,62,,20,,58,,39,347,,41,22,,46,,88,16,66,,,,77,,26,36,,0,,,23,13,52,32,,,24,,,19,42,50,Block Group 1; Census Tract 132.07; Boulder County; Colorado,,56,19,,,,22,,85,30,,14,,102,12,,,,,,51,,22,68,15,,,79,,,,43,0,50,44,,,,,,,,9,,,,,,68,56,,48,75,,14,,,,,114,,,68,73,11,,,46,,18,13,,,20,52,,,,,,38,,0,,14,45,56,,60,50,,40,87,33,44,,,,0,16,10,,,,14,,24,13,,1500000US080130132071,,
0,72,0,,39,,14,48,,14,35,,,,65,,121,19,0,,46,,,75,,28,14,,,348,,386,,0,20,,,121,135,,14,26,,11,734,0,,0,,9,,20,196,,14,14,,14,,28,0,0,,,,43,,14,14,,0,,,0,0,18,11,,,14,,,14,27,21,Block Group 2; Census Tract 132.07; Boulder County; Colorado,,11,0,,,,14,,26,0,,14,,29,0,,,,,,44,,14,7,14,,,0,,,,14,0,29,14,,,,,,,,0,,,,,,0,0,,14,14,,14,,,,,31,,,48,12,0,,,19,,14,0,,,14,21,,,,,,30,,56,,71,0,91,,0,0,,14,70,14,14,,,,34,0,14,,,,50,,14,22,,1500000US080130132072,,
10,43,10,,0,,16,38,,15,14,,,,6,,12,11,15,,10,,,19,,17,21,,,655,,505,,41,20,,,159,106,,39,25,,33,1160,36,,14,,8,,29,240,,31,22,,13,,52,9,43,,,,45,,16,35,,12,,,28,25,62,0,,,32,,,28,41,14,Block Group 3; Census Tract 132.07; Boulder County; Colorado,,21,47,,,,41,,26,18,,18,,24,51,,,,,,22,,36,18,14,,,34,,,,29,14,25,29,,,,,,,,0,,,,,,0,12,,14,19,,22,,,,,83,,,41,61,22,,,42,,24,37,,,35,15,,,,,,21,,0,,14,47,26,,31,10,,40,45,24,18,,,,0,41,53,,,,14,,33,32,,1500000US080130132073,,
47,0,45,,0,,46,14,,53,14,,,,0,,0,15,77,,14,,,14,,23,50,,,560,,761,,29,74,,,181,182,,32,54,,22,1321,15,,37,,108,,35,307,,20,44,,73,,76,21,24,,,,67,,35,26,,59,,,25,30,0,0,,,38,,,47,14,14,Block Group 1; Census Tract 132.08; Boulder County; Colorado,,16,0,,,,14,,58,0,,50,,27,21,,,,,,26,,26,10,14,,,14,,,,22,8,57,14,,,,,,,,0,,,,,,31,12,,31,37,,13,,,,,48,,,50,35,0,,,27,,14,40,,,49,31,,,,,,40,,0,,14,12,34,,46,71,,29,45,33,68,,,,0,45,74,,,,14,,44,59,,1500000US080130132081,,
14,0,0,,0,,22,14,,14,14,,,,18,,19,47,42,,30,,,30,,45,40,,,377,,596,,77,62,,,269,266,,109,100,,0,973,0,,0,,146,,14,464,,14,14,,224,,14,0,0,,,,25,,14,14,,62,,,24,18,49,0,,,37,,,29,52,14,Block Group 2; Census Tract 132.08; Boulder County; Colorado,,14,12,,,,20,,12,0,,83,,50,65,,,,,,49,,104,0,14,,,35,,,,42,0,18,14,,,,,,,,0,,,,,,18,22,,30,32,,14,,,,,50,,,46,0,0,,,14,,14,0,,,14,19,,,,,,29,,0,,14,26,0,,24,21,,30,14,28,37,,,,0,0,27,,,,14,,14,32,,1500000US080130132082,,
84,103,50,,33,,61,69,,48,34,,,,131,,43,62,96,,103,,,66,,70,62,,,1398,,1500,,183,175,,,270,226,,98,71,,21,2898,145,,40,,78,,35,389,,58,48,,64,,44,128,43,,,,61,,100,37,,75,,,38,31,22,0,,,36,,,72,25,14,Block Group 3; Census Tract 132.08; Boulder County; Colorado,,14,196,,,,98,,89,17,,62,,88,57,,,,,,78,,62,0,14,,,68,,,,49,0,66,29,,,,,,,,0,,,,,,110,55,,65,46,,14,,,,,13,,,22,77,0,,,79,,14,23,,,27,82,,,,,,57,,22,,38,66,61,,85,77,,49,71,56,90,,,,33,21,33,,,,53,,35,54,,1500000US080130132083,,
