Vintage 2024 Prepared October 2025,,,,,,
id,countyfips,placefips,municipalityname,year,totalpopulation,countyplace
14484,51,33640,Gunnison,2012,5880,5133640
14485,51,48555,Marble,2012,129,5148555
14486,51,52570,Mount Crested Butte/G,2012,796,5152570
14487,51,59830,Pitkin,2012,64,5159830
14488,51,99990,Unincorporated Gunnison County,2012,6911,5199990
14489,53,0,HINSDALE COUNTY,2012,831,5300000
14490,53,42330,Lake City,2012,410,5342330
14491,53,99990,Unincorporated Hinsdale County,2012,421,5399990
14492,55,0,HUERFANO COUNTY,2012,6686,5500000
14493,55,44100,La Veta,2012,861,5544100
14494,55,82350,Walsenburg,2012,2957,5582350
14495,55,99990,Unincorporated Huerfano County,2012,2869,5599990
14496,57,0,JACKSON COUNTY,2012,1385,5700000
14497,57,82130,Walden,2012,586,5782130
14498,57,99990,Unincorporated Jackson County,2012,798,5799990
14499,59,0,JEFFERSON COUNTY,2012,546631,5900000
14500,59,3455,Arvada (Part),2012,107545,5903455
14501,59,8070,Bow Mar (Part),2012,265,5908070
14502,59,23135,Edgewater,2012,5222,5923135
14503,59,30835,Golden,2012,19488,5930835
14504,59,42495,Lakeside,2012,10,5942495
14505,59,43000,Lakewood,2012,145387,5943000
14506,59,45255,Littleton (Part),2012,2390,5945255
14507,59,52075,Morrison,2012,414,5952075
14508,59,52350,Mountain View,2012,523,5952350
14509,59,75640,Superior (Part),2012,0,5975640
14510,59,83835,Westminster (Part),2012,43305,5983835
14511,59,84440,Wheat Ridge,2012,31060,5984440
14512,59,99990,Unincorporated Jefferson County,2012,191022,5999990
14513,61,0,KIOWA COUNTY,2012,1392,6100000
14514,61,22145,Eads,2012,666,6122145
14515,61,34740,Haswell,2012,67,6134740
14516,61,69700,Sheridan Lake,2012,84,6169700
14517,61,99990,Unincorporated Kiowa County,2012,576,6199990
14518,63,0,KIT CARSON COUNTY,2012,8085,6300000
14519,63,6530,Bethune,2012,221,6306530
14520,63,10600,Burlington,2012,4113,6310600
14521,63,26765,Flagler,2012,560,6326765
14522,63,69040,Seibert,2012,129,6369040
14523,63,74485,Stratton,2012,641,6374485
14524,63,81690,Vona,2012,111,6381690
14525,63,99990,Unincorporated Kit Carson County,2012,2310,6399990
14526,65,0,LAKE COUNTY,2012,7103,6500000
14527,65,44320,Leadville,2012,2577,6544320
14528,65,99990,Unincorporated Lake County,2012,4526,6599990
14529,67,0,LA PLATA COUNTY,2012,52314,6700000
14530,67,5265,Bayfield,2012,2442,6705265
14531,67,22035,Durango,2012,17188,6722035
14532,67,38535,Ignacio,2012,728,6738535
14533,67,99990,Unincorporated La Plata County,2012,31956,6799990
14534,69,0,LARIMER COUNTY,2012,310952,6900000
14535,69,6255,Berthoud (Part),2012,5350,6906255
14536,69,25115,Estes Park,2012,6219,6925115
14537,69,27425,Fort Collins,2012,148016,6927425
14538,69,39855,Johnstown (Part),2012,1314,6939855
14539,69,46465,Loveland,2012,69333,6946465
14540,69,77510,Timnath (Part),2012,1191,6977510
14541,69,83230,Wellington,2012,6521,6983230
14542,69,85485,Windsor (Part),2012,4785,6985485
14543,69,99990,Unincorporated Larimer County,2012,68222,6999990
14544,71,0,LAS ANIMAS COUNTY,2012,15245,7100000
14545,71,760,Aguilar,2012,509,7100760
14546,71,8345,Branson,2012,76,7108345
14547,71,15550,Cokedale,2012,135,7115550
14548,71,40570,Kim,2012,85,7140570
14549,71,73715,Starkville,2012,72,7173715
14550,71,78610,Trinidad,2012,8975,7178610
14551,71,99990,Unincorporated Las Animas County,2012,5394,7199990
14552,73,0,LINCOLN COUNTY,2012,5503,7300000
14553,73,3235,Arriba,2012,197,7303235
14554,73,29680,Genoa,2012,97,7329680
14555,73,37875,Hugo,2012,718,7337875
14556,73,44980,Limon,2012,1926,7344980
14557,73,99990,Unincorporated Lincoln County,2012,2566,7399990
14558,75,0,LOGAN COUNTY,2012,22131,7500000
14559,75,18640,Crook,2012,125,7518640
14560,75,26875,Fleming,2012,442,7526875
14561,75,38590,Iliff,2012,255,7538590
14562,75,50040,Merino,2012,306,7550040
14563,75,58235,Peetz,2012,241,7558235
14564,75,73935,Sterling,2012,14347,7573935
14565,75,99990,Unincorporated Logan County,2012,6414,7599990
14566,77,0,MESA COUNTY,2012,147939,7700000
14567,77,15605,Collbran,2012,673,7715605
14568,77,19355,De Beque,2012,497,7719355
14569,77,28745,Fruita,2012,12890,7728745
14570,77,31660,Grand Junction,2012,59998,7731660
14571,77,56970,Palisade,2012,2715,7756970
14572,77,99990,Unincorporated Mesa County,2012,71166,7799990
14573,79,0,MINERAL COUNTY,2012,723,7900000
14574,79,14765,City of Creede,2012,243,7914765
14575,79,99990,Unincorporated Mineral County,2012,481,7999990
14576,81,0,MOFFAT COUNTY,2012,13216,8100000
14577,81,17760,Craig,2012,9200,8117760
14578,81,20495,Dinosaur,2012,269,8120495
14579,81,99990,Unincorporated Moffat County,2012,3748,8199990
14580,83,0,MONTEZUMA COUNTY,2012,25501,8300000
14581,83,17375,Cortez,2012,8561,8317375
14582,83,20770,Dolores,2012,913,8320770
14583,83,48115,Mancos,2012,1221,8348115
14584,83,99990,Unincorporated Montezuma County,2012,14806,8399990
14585,85,0,MONTROSE COUNTY,2012,41303,8500000
14586,85,51745,Montrose,2012,20251,8551745
14587,85,53120,Naturita,2012,516,8553120
14588,85,54935,Nucla,2012,635,8554935
14589,85,55540,Olathe,2012,1840,8555540
14590,85,99990,Unincorporated Montrose County,2012,18061,8599990
14591,87,0,MORGAN COUNTY,2012,28247,8700000
14592,87,9555,Brush,2012,5293,8709555
14593,87,27810,Fort Morgan,2012,11607,8727810
14594,87,36610,Hillrose,2012,294,8736610
14595,87,45695,Log Lane Village,2012,900,8745695
14596,87,84770,Wiggins,2012,1095,8784770
14597,87,99990,Unincorporated Morgan County,2012,9058,8799990
14598,89,0,OTERO COUNTY,2012,18815,8900000
14599,89,13460,Cheraw,2012,228,8913460
14600,89,27975,Fowler,2012,1247,8927975
14601,89,42110,La Junta,2012,7208,8942110
14602,89,48500,Manzanola,2012,393,8948500
14603,89,65190,Rocky Ford,2012,4014,8965190
14604,89,75970,Swink,2012,627,8975970
14605,89,99990,Unincorporated Otero County,2012,5100,8999990
14606,91,0,OURAY COUNTY,2012,4478,9100000
14607,91,56420,Ouray,2012,974,9156420
14608,91,64200,Ridgway,2012,950,9164200
14609,91,99990,Unincorporated Ouray County,2012,2554,9199990
14610,93,0,PARK COUNTY,2012,15739,9300000
14611,93,1530,Alma,2012,250,9301530
14612,93,25610,Fairplay,2012,690,9325610
14613,93,99990,Unincorporated Park County,2012,14798,9399990
14614,95,0,PHILLIPS COUNTY,2012,4482,9500000
14615,95,34960,Haxtun,2012,1019,9534960
14616,95,37270,Holyoke,2012,2307,9537270
14617,95,57245,Paoli,2012,39,9557245
14618,95,99990,Unincorporated Phillips County,2012,1116,9599990
14619,97,0,PITKIN COUNTY,2012,17201,9700000
14620,97,3620,Aspen,2012,7020,9703620
14621,97,4935,Basalt (Part),2012,954,9704935
14622,97,71755,Snowmass Village,2012,3021,9771755
14623,97,99990,Unincorporated Pitkin County,2012,6205,9799990
14624,99,0,PROWERS COUNTY,2012,12398,9900000
14625,99,31550,Granada,2012,480,9931550
14626,99,34520,Hartman,2012,61,9934520
14627,99,37215,Holly,2012,834,9937215
14628,99,43110,Lamar,2012,7913,9943110
14629,99,85045,Wiley,2012,436,9985045
14630,99,99990,Unincorporated Prowers County,2012,2674,9999990
14631,101,0,PUEBLO COUNTY,2012,160327,10100000
14632,101,7795,Boone,2012,332,10107795
14633,101,62000,Pueblo,2012,107123,10162000
14634,101,66895,Rye,2012,160,10166895
14635,101,99990,Unincorporated Pueblo County,2012,52713,10199990
14636,103,0,RIO BLANCO COUNTY,2012,6793,10300000
14637,103,49875,Meeker,2012,2403,10349875
14638,103,62880,Rangely,2012,2693,10362880
14639,103,99990,Unincorporated Rio Blanco County,2012,1697,10399990
14640,105,0,RIO GRANDE COUNTY,2012,11912,10500000
14641,105,12855,Center (Part),2012,108,10512855
14642,105,19795,Del Norte,2012,1598,10519795
14643,105,51635,Monte Vista,2012,4365,10551635
14644,105,72395,South Fork,2012,472,10572395
14645,105,99990,Unincorporated Rio Grande County,2012,5370,10599990
14646,107,0,ROUTT COUNTY,2012,23525,10700000
14647,107,35070,Hayden,2012,1821,10735070
14648,107,55155,Oak Creek,2012,849,10755155
14649,107,73825,Steamboat Springs,2012,12233,10773825
14650,107,86475,Yampa,2012,394,10786475
14651,107,99990,Unincorporated Routt County,2012,8228,10799990
14652,109,0,SAGUACHE COUNTY,2012,6158,10900000
14653,109,7571,Bonanza City,2012,26,10907571
14654,109,12855,Center (Part),2012,2055,10912855
14655,109,18420,Crestone,2012,129,10918420
14656,109,51250,Moffat,2012,120,10951250
14657,109,67005,Saguache,2012,546,10967005
14658,109,99990,Unincorporated Saguache County,2012,3281,10999990
14659,111,0,SAN JUAN COUNTY,2012,703,11100000
14660,111,70580,Silverton,2012,635,11170580
14661,111,99990,Unincorporated San Juan County,2012,68,11199990
14662,113,0,SAN MIGUEL COUNTY,2012,7576,11300000
14663,113,52550,Mountain Village,2012,1178,11352550
14664,113,54880,Norwood,2012,493,11354880
14665,113,55870,Ophir,2012,207,11355870
14666,113,68655,Sawpit,2012,29,11368655
14667,113,76795,Telluride,2012,2543,11376795
14668,113,99990,Unincorporated San Miguel County,2012,3126,11399990
14669,115,0,SEDGWICK COUNTY,2012,2375,11500000
14670,115,39965,Julesburg,2012,1254,11539965
14671,115,56475,Ovid,2012,302,11556475
14672,115,68930,Sedgwick,2012,167,11568930
14673,115,99990,Unincorporated Sedgwick County,2012,652,11599990
14674,117,0,SUMMIT COUNTY,2012,28385,11700000
14675,117,7410,Blue River,2012,855,11707410
14676,117,8400,Breckenridge,2012,4695,11708400
14677,117,20440,Dillon,2012,926,11720440
14678,117,28690,Frisco,2012,2704,11728690
14679,117,40550,Keystone,2012,,11740555
14680,117,51690,Montezuma,2012,66,11751690
14681,117,70525,Silverthorne,2012,3835,11770525
14682,117,99990,Unincorporated Summit County,2012,15303,11799990
14683,119,0,TELLER COUNTY,2012,23270,11900000
14684,119,18530,Cripple Creek,2012,1160,11918530
14685,119,32650,Green Mountain Falls (Part),2012,26,11932650
14686,119,80865,Victor,2012,390,11980865
14687,119,86090,Woodland Park,2012,7228,11986090
14688,119,99990,Unincorporated Teller County,2012,14467,11999990
14689,121,0,WASHINGTON COUNTY,2012,4560,12100000
14690,121,925,Akron,2012,1627,12100925
14691,121,56365,Otis,2012,480,12156365
14692,121,99990,Unincorporated Washington County,2012,2453,12199990
14693,123,0,WELD COUNTY,2012,263850,12300000
14694,123,3950,Ault,2012,1545,12303950
14695,123,6255,Berthoud (Part),2012,72,12306255
14696,123,8675,Brighton (Part),2012,335,12308675
14697,123,19080,Dacono,2012,4372,12319080
14698,123,22860,Eaton,2012,4502,12322860
14699,123,24950,Erie (Part),2012,10978,12324950
14700,123,25280,Evans,2012,19558,12325280
14701,123,26600,Firestone,2012,10809,12326600
14702,123,27700,Fort Lupton,2012,7474,12327700
14703,123,28360,Frederick,2012,9349,12328360
14704,123,29185,Garden City,2012,244,12329185
14705,123,29955,Gilcrest,2012,1045,12329955
14706,123,32155,Greeley,2012,95324,12332155
14707,123,33310,Grover,2012,150,12333310
14708,123,37820,Hudson,2012,2522,12337820
14709,123,39855,Johnstown (Part),2012,10035,12339855
14710,123,40185,Keenesburg,2012,1156,12340185
14711,123,40515,Kersey,2012,1469,12340515
14712,123,43605,La Salle,2012,2007,12343605
14713,123,45530,Lochbuie (Part),2012,5203,12345530
14714,123,45970,Longmont (Part),2012,94,12345970
14715,123,49600,Mead,2012,3737,12349600
14716,123,50480,Milliken,2012,5786,12350480
14717,123,54330,Northglenn (Part),2012,15,12354330
14718,123,55045,Nunn,2012,439,12355045
14719,123,59005,Pierce,2012,910,12359005
14720,123,60160,Platteville,2012,2552,12360160
14721,123,63045,Raymer,2012,104,12363045
14722,123,69150,Severance,2012,3373,12369150
14723,123,77290,Thornton (Part),2012,0,12377290
14724,123,77510,Timnath (Part),2012,7,12377510
14725,123,85485,Windsor (Part),2012,15339,12385485
14726,123,99990,Unincorporated Weld County,2012,43343,12399990
14727,125,0,YUMA COUNTY,2012,10078,12500000
14728,125,23025,Eckley,2012,230,12523025
14729,125,86310,Wray,2012,2412,12586310
14730,125,86750,Yuma,2012,3508,12586750
14731,125,99990,Unincorporated Yuma County,2012,3928,12599990
14732,999,3455,Arvada (Total),2012,110443,99903455
14733,999,4000,Aurora (Total),2012,341370,99904000
14734,999,4935,Basalt (Total),2012,3680,99904935
14735,999,6090,Bennett (Total),2012,2387,99906090
14736,999,6255,Berthoud (Total),2012,5422,99906255
14737,999,8070,Bow Mar (Total),2012,858,99908070
14738,999,8675,Brighton (Total),2012,34372,99908675
14739,999,12855,Center (Total),2012,2163,99912855
14740,999,12910,Central City (Total),2012,731,99912910
14741,999,24950,Erie (Total),2012,19885,99924950
14742,999,32650,Green Mountain Falls (Total),2012,834,99932650
14743,999,39855,Johnstown (Total),2012,11350,99939855
14744,999,45255,Littleton (Total),2012,43312,99945255
14745,999,45530,Lochbuie (Total),2012,5205,99945530
14746,999,45970,Longmont (Total),2012,88546,99945970
14747,999,54330,Northglenn (Total),2012,36851,99954330
14748,999,75640,Superior (Total),2012,12655,99975640
14749,999,77290,Thornton (Total),2012,124107,99977290
14750,999,77510,Timnath (Total),2012,1199,99977510
14751,999,83835,Westminster (Total),2012,109647,99983835
14752,999,85485,Windsor (Total),2012,20124,99985485
14753,0,0,COLORADO STATE,2013,5270883,0
14754,1,0,ADAMS COUNTY,2013,469878,100000
14755,1,3455,Arvada (Part),2013,2920,103455
14756,1,4000,Aurora (Part),2013,42567,104000
14757,1,6090,Bennett (Part),2013,2054,106090
14758,1,8675,Brighton (Part),2013,35475,108675
14759,1,16495,Commerce City,2013,50139,116495
14760,1,26270,Federal Heights,2013,12664,126270
14761,1,45530,Lochbuie (Part),2013,2,145530
14762,1,54330,Northglenn (Part),2013,37311,154330
14763,1,77290,Thornton (Part),2013,126563,177290
14764,1,83835,Westminster (Part),2013,67510,183835
14765,1,99990,Unincorporated Adams County,2013,92673,199990
14766,3,0,ALAMOSA COUNTY,2013,15709,300000
14767,3,1090,Alamosa,2013,9049,301090
14768,3,37380,Hooper,2013,97,337380
14769,3,99990,Unincorporated Alamosa County,2013,6563,399990
14770,5,0,ARAPAHOE COUNTY,2013,607861,500000
14771,5,4000,Aurora (Part),2013,305268,504000
14772,5,6090,Bennett (Part),2013,372,506090
14773,5,8070,Bow Mar (Part),2013,595,508070
14774,5,12815,Centennial,2013,104697,512815
14775,5,13845,Cherry Hills Village,2013,6348,513845
14776,5,16385,Columbine Valley,2013,1335,516385
14777,5,19630,Deer Trail,2013,649,519630
14778,5,24785,Englewood,2013,31385,524785
14779,5,28105,Foxfield,2013,748,528105
14780,5,30340,Glendale,2013,4424,530340
14781,5,33035,Greenwood Village,2013,14773,533035
14782,5,45255,Littleton (Part),2013,41326,545255
14783,5,69645,Sheridan,2013,5972,569645
14784,5,99990,Unincorporated Arapahoe County,2013,89971,599990
14785,7,0,ARCHULETA COUNTY,2013,11995,700000
14786,7,56860,Pagosa Springs,2013,1619,756860
14787,7,99990,Unincorporated Archuleta County,2013,10376,799990
14788,9,0,BACA COUNTY,2013,3637,900000
14789,9,11645,Campo,2013,111,911645
14790,9,61315,Pritchett,2013,127,961315
14791,9,73330,Springfield,2013,1371,973330
14792,9,79270,Two Buttes,2013,39,979270
14793,9,81030,Vilas,2013,83,981030
14794,9,82460,Walsh,2013,572,982460
14795,9,99990,Unincorporated Baca County,2013,1335,999990
14796,11,0,BENT COUNTY,2013,5800,1100000
14797,11,43660,Las Animas,2013,2341,1143660
14798,11,99990,Unincorporated Bent County,2013,3459,1199990
14799,13,0,BOULDER COUNTY,2013,310896,1300000
14800,13,7850,Boulder,2013,103443,1307850
14801,13,24950,Erie (Part),2013,9022,1324950
14802,13,39195,Jamestown,2013,275,1339195
14803,13,41835,Lafayette,2013,26211,1341835
14804,13,45970,Longmont (Part),2013,89709,1345970
14805,13,46355,Louisville,2013,19438,1346355
14806,13,47070,Lyons,2013,2146,1347070
14807,13,53175,Nederland,2013,1514,1353175
14808,13,75640,Superior (Part),2013,12689,1375640
14809,13,82735,Ward,2013,160,1382735
14810,13,99990,Unincorporated Boulder County,2013,46287,1399990
14811,14,0,BROOMFIELD COUNTY,2013,60669,1400000
14812,14,9280,Broomfield,2013,60669,1409280
14813,15,0,CHAFFEE COUNTY,2013,18036,1500000
14814,15,10105,Buena Vista,2013,2690,1510105
14815,15,60600,Poncha Springs,2013,697,1560600
14816,15,67280,Salida,2013,5261,1567280
14817,15,99990,Unincorporated Chaffee County,2013,9388,1599990
14818,17,0,CHEYENNE COUNTY,2013,1818,1700000
14819,17,14175,Cheyenne Wells,2013,832,1714175
14820,17,41010,Kit Carson,2013,266,1741010
14821,17,99990,Unincorporated Cheyenne County,2013,720,1799990
14822,19,0,CLEAR CREEK COUNTY,2013,8966,1900000
14823,19,12910,Central City (Part),2013,0,1912910
14824,19,24620,Empire,2013,306,1924620
14825,19,29735,Georgetown,2013,1008,1929735
14826,19,38370,Idaho Springs,2013,1736,1938370
14827,19,70360,Silver Plume,2013,183,1970360
14828,19,99990,Unincorporated Clear Creek County,2013,5733,1999990
14829,21,0,CONEJOS COUNTY,2013,8067,2100000
14830,21,2355,Antonito,2013,737,2102355
14831,21,42055,La Jara,2013,773,2142055
14832,21,48060,Manassa,2013,947,2148060
14833,21,65740,Romeo,2013,317,2165740
14834,21,67830,Sanford,2013,867,2167830
14835,21,99990,Unincorporated Conejos County,2013,4425,2199990
14836,23,0,COSTILLA COUNTY,2013,3516,2300000
14837,23,7190,Blanca,2013,349,2307190
14838,23,68105,San Luis,2013,601,2368105
14839,23,99990,Unincorporated Costilla County,2013,2566,2399990
14840,25,0,CROWLEY COUNTY,2013,5843,2500000
14841,25,18750,Crowley,2013,167,2518750
14842,25,55705,Olney Springs,2013,344,2555705
14843,25,56145,Ordway,2013,1094,2556145
14844,25,74815,Sugar City,2013,270,2574815
14845,25,99990,Unincorporated Crowley County,2013,3968,2599990
14846,27,0,CUSTER COUNTY,2013,4405,2700000
14847,27,70250,Silver Cliff,2013,583,2770250
14848,27,83450,Westcliffe,2013,468,2783450
14849,27,99990,Unincorporated Custer County,2013,3354,2799990
14850,29,0,DELTA COUNTY,2013,30428,2900000
14851,29,12635,Cedaredge,2013,2219,2912635
14852,29,17925,Crawford,2013,419,2917925
14853,29,19850,Delta,2013,8882,2919850
14854,29,37545,Hotchkiss,2013,907,2937545
14855,29,55980,Orchard City,2013,3081,2955980
14856,29,57300,Paonia,2013,1417,2957300
14857,29,99990,Unincorporated Delta County,2013,13503,2999990
14858,31,0,DENVER COUNTY,2013,645302,3100000
14859,31,20000,Denver,2013,645302,3120000
14860,33,0,DOLORES COUNTY,2013,2082,3300000
14861,33,21265,Dove Creek,2013,705,3321265
14862,33,64090,Rico,2013,342,3364090
14863,33,99990,Unincorporated Dolores County,2013,1035,3399990
14864,35,0,DOUGLAS COUNTY,2013,306327,3500000
14865,35,4000,Aurora (Part),2013,400,3504000
14866,35,12387,Castle Pines,2013,10621,3512387
14867,35,12415,Castle Rock,2013,54099,3512415
14868,35,43550,Larkspur,2013,197,3543550
14869,35,45255,Littleton (Part),2013,30,3545255
14870,35,45955,Lone Tree,2013,11951,3545955
14871,35,57630,Parker,2013,48279,3557630
14872,35,99990,Unincorporated Douglas County,2013,180749,3599990
14873,37,0,EAGLE COUNTY,2013,52262,3700000
14874,37,4110,Avon,2013,6080,3704110
14875,37,4935,Basalt (Part),2013,2708,3704935
14876,37,22200,Eagle,2013,6706,3722200
14877,37,33695,Gypsum,2013,6725,3733695
14878,37,50920,Minturn,2013,1014,3750920
14879,37,63265,Red Cliff,2013,223,3763265
14880,37,80040,Vail,2013,5129,3780040
14881,37,99990,Unincorporated Eagle County,2013,23678,3799990
14882,39,0,ELBERT COUNTY,2013,23183,3900000
14883,39,23740,Elizabeth,2013,1345,3923740
14884,39,40790,Kiowa,2013,710,3940790
14885,39,70635,Simla,2013,599,3970635
14886,39,99990,Unincorporated Elbert County,2013,20529,3999990
14887,41,0,EL PASO COUNTY,2013,658303,4100000
14888,41,11260,Calhan,2013,792,4111260
14889,41,16000,Colorado Springs,2013,439614,4116000
14890,41,27865,Fountain,2013,27607,4127865
14891,41,32650,Green Mountain Falls (Part),2013,796,4132650
14892,41,48445,Manitou Springs,2013,5062,4148445
14893,41,51800,Monument,2013,6860,4151800
14894,41,57025,Palmer Lake,2013,2495,4157025
14895,41,62660,Ramah,2013,124,4162660
14896,41,99990,Unincorporated El Paso County,2013,174952,4199990
14897,43,0,FREMONT COUNTY,2013,47183,4300000
14898,43,9115,Brookside,2013,208,4309115
14899,43,11810,Canon City,2013,16788,4311810
14900,43,15330,Coal Creek,2013,337,4315330
14901,43,27040,Florence,2013,3743,4327040
14902,43,64970,Rockvale,2013,512,4364970
14903,43,85155,Williamsburg,2013,674,4385155
14904,43,99990,Unincorporated Fremont County,2013,24922,4399990
14905,45,0,GARFIELD COUNTY,2013,56798,4500000
14906,45,12030,Carbonate,2013,0,4512030
14907,45,12045,Carbondale,2013,6281,4512045
14908,45,30780,Glenwood Springs,2013,9769,4530780
14909,45,53395,New Castle,2013,4371,4553395
14910,45,57400,Parachute,2013,1186,4557400
14911,45,64255,Rifle,2013,9636,4564255
14912,45,70195,Silt,2013,3179,4570195
14913,45,99990,Unincorporated Garfield County,2013,22376,4599990
14914,47,0,GILPIN COUNTY,2013,5512,4700000
14915,47,7025,Black Hawk,2013,136,4707025
14916,47,12910,Central City (Part),2013,731,4712910
14917,47,99990,Unincorporated Gilpin County,2013,4645,4799990
14918,49,0,GRAND COUNTY,2013,14948,4900000
14919,49,28305,Fraser,2013,1470,4928305
14920,49,31605,Granby,2013,1915,4931605
14921,49,31715,Grand Lake,2013,400,4931715
14922,49,37600,Hot Sulphur Springs,2013,637,4937600
14923,49,41560,Kremmling,2013,1335,4941560
14924,49,85705,Winter Park,2013,1042,4985705
14925,49,99990,Unincorporated Grand County,2013,8148,4999990
14926,51,0,GUNNISON COUNTY,2013,15425,5100000
14927,51,18310,Crested Butte,2013,1498,5118310
14928,51,33640,Gunnison,2013,6065,5133640
14929,51,48555,Marble,2013,127,5148555
14930,51,52570,Mount Crested Butte/G,2013,794,5152570
14931,51,59830,Pitkin,2013,62,5159830
14932,51,99990,Unincorporated Gunnison County,2013,6879,5199990
14933,53,0,HINSDALE COUNTY,2013,825,5300000
14934,53,42330,Lake City,2013,412,5342330
14935,53,99990,Unincorporated Hinsdale County,2013,413,5399990
14936,55,0,HUERFANO COUNTY,2013,6697,5500000
14937,55,44100,La Veta,2013,864,5544100
14938,55,82350,Walsenburg,2013,2964,5582350
14939,55,99990,Unincorporated Huerfano County,2013,2869,5599990
14940,57,0,JACKSON COUNTY,2013,1383,5700000
14941,57,82130,Walden,2013,589,5782130
14942,57,99990,Unincorporated Jackson County,2013,794,5799990
14943,59,0,JEFFERSON COUNTY,2013,552236,5900000
14944,59,3455,Arvada (Part),2013,109541,5903455
14945,59,8070,Bow Mar (Part),2013,267,5908070
14946,59,23135,Edgewater,2013,5232,5923135
14947,59,30835,Golden,2013,19638,5930835
14948,59,42495,Lakeside,2013,10,5942495
14949,59,43000,Lakewood,2013,146512,5943000
14950,59,45255,Littleton (Part),2013,2376,5945255
14951,59,52075,Morrison,2013,417,5952075
14952,59,52350,Mountain View,2013,524,5952350
14953,59,75640,Superior (Part),2013,0,5975640
14954,59,83835,Westminster (Part),2013,43815,5983835
14955,59,84440,Wheat Ridge,2013,31365,5984440
14956,59,99990,Unincorporated Jefferson County,2013,192539,5999990
14957,61,0,KIOWA COUNTY,2013,1397,6100000
14958,61,22145,Eads,2013,668,6122145
14959,61,34740,Haswell,2013,67,6134740
14960,61,69700,Sheridan Lake,2013,80,6169700
14961,61,99990,Unincorporated Kiowa County,2013,582,6199990
14962,63,0,KIT CARSON COUNTY,2013,8006,6300000
14963,63,6530,Bethune,2013,218,6306530
14964,63,10600,Burlington,2013,4020,6310600
14965,63,26765,Flagler,2013,562,6326765
14966,63,69040,Seibert,2013,130,6369040
14967,63,74485,Stratton,2013,646,6374485
14968,63,81690,Vona,2013,110,6381690
14969,63,99990,Unincorporated Kit Carson County,2013,2319,6399990
14970,65,0,LAKE COUNTY,2013,7071,6500000
14971,65,44320,Leadville,2013,2570,6544320
14972,65,99990,Unincorporated Lake County,2013,4501,6599990
14973,67,0,LA PLATA COUNTY,2013,53146,6700000
14974,67,5265,Bayfield,2013,2487,6705265
14975,67,22035,Durango,2013,17525,6722035
14976,67,38535,Ignacio,2013,744,6738535
14977,67,99990,Unincorporated La Plata County,2013,32390,6799990
14978,69,0,LARIMER COUNTY,2013,316337,6900000
14979,69,6255,Berthoud (Part),2013,5549,6906255
14980,69,25115,Estes Park,2013,6276,6925115
14981,69,27425,Fort Collins,2013,150727,6927425
14982,69,39855,Johnstown (Part),2013,1770,6939855
14983,69,46465,Loveland,2013,69959,6946465
14984,69,77510,Timnath (Part),2013,1586,6977510
14985,69,83230,Wellington,2013,6756,6983230
14986,69,85485,Windsor (Part),2013,5153,6985485
14987,69,99990,Unincorporated Larimer County,2013,68562,6999990
14988,71,0,LAS ANIMAS COUNTY,2013,15172,7100000
14989,71,760,Aguilar,2013,498,7100760
14990,71,8345,Branson,2013,73,7108345
14991,71,15550,Cokedale,2013,131,7115550
14992,71,40570,Kim,2013,82,7140570
14993,71,73715,Starkville,2013,70,7173715
14994,71,78610,Trinidad,2013,8857,7178610
14995,71,99990,Unincorporated Las Animas County,2013,5460,7199990
14996,73,0,LINCOLN COUNTY,2013,5522,7300000
14997,73,3235,Arriba,2013,199,7303235
14998,73,29680,Genoa,2013,98,7329680
14999,73,37875,Hugo,2013,727,7337875
15000,73,44980,Limon,2013,1936,7344980
15001,73,99990,Unincorporated Lincoln County,2013,2562,7399990
15002,75,0,LOGAN COUNTY,2013,22056,7500000
15003,75,18640,Crook,2013,126,7518640
15004,75,26875,Fleming,2013,442,7526875
15005,75,38590,Iliff,2013,253,7538590
15006,75,50040,Merino,2013,304,7550040
15007,75,58235,Peetz,2013,239,7558235
15008,75,73935,Sterling,2013,14275,7573935
15009,75,99990,Unincorporated Logan County,2013,6419,7599990
15010,77,0,MESA COUNTY,2013,147926,7700000
15011,77,15605,Collbran,2013,651,7715605
15012,77,19355,De Beque,2013,487,7719355
15013,77,28745,Fruita,2013,12925,7728745
15014,77,31660,Grand Junction,2013,60322,7731660
15015,77,56970,Palisade,2013,2694,7756970
15016,77,99990,Unincorporated Mesa County,2013,70848,7799990
15017,79,0,MINERAL COUNTY,2013,734,7900000
15018,79,14765,City of Creede,2013,245,7914765
15019,79,99990,Unincorporated Mineral County,2013,489,7999990
15020,81,0,MOFFAT COUNTY,2013,13187,8100000
15021,81,17760,Craig,2013,9163,8117760
15022,81,20495,Dinosaur,2013,263,8120495
15023,81,99990,Unincorporated Moffat County,2013,3761,8199990
15024,83,0,MONTEZUMA COUNTY,2013,25485,8300000
15025,83,17375,Cortez,2013,8564,8317375
15026,83,20770,Dolores,2013,908,8320770
15027,83,48115,Mancos,2013,1222,8348115
15028,83,99990,Unincorporated Montezuma County,2013,14791,8399990
15029,85,0,MONTROSE COUNTY,2013,41331,8500000
15030,85,51745,Montrose,2013,20186,8551745
15031,85,53120,Naturita,2013,514,8553120
15032,85,54935,Nucla,2013,627,8554935
15033,85,55540,Olathe,2013,1833,8555540
15034,85,99990,Unincorporated Montrose County,2013,18170,8599990
15035,87,0,MORGAN COUNTY,2013,28249,8700000
